travel_mode,travel_time_number,age,individual_travel_frequency,household_vehicles,household_size
1,1730,45,74,2,5
1,718.492,44,28,1,2
1,310,30,18,2,4
1,350,60,120,3,3
0,49.99998,38,19,0,5
1,444,53,20,2,2
1,3840,26,19,1,4
0,60,34,10,1,8
0,500,73,4,1,2
1,440,44,16,1,1
1,1380,53,33,3,4
0,540,17,13,0,4
1,250,56,105,3,3
1,1980,46,27,3,6
1,483,32,18,2,3
1,1155.152,39,105,3,3
1,434,54,15,1,1
1,1350,25,20,1,3
1,395,31,10,1,3
1,732,32,36,2,3
1,120,80,22,1,2
0,179,35,28,1,2
1,996.244,46,84,4,5
1,660,43,34,2,4
1,150,60,56,2,2
1,300,31,57,3,3
1,620.607,28,30,2,9
0,626,66,5,1,1
0,585,35,12,1,1
0,290,28,26,1,5
1,757.486,41,18,2,6
1,926.48,46,78,6,6
1,824.85,30,15,1,4
1,1300,66,16,1,1
0,850.99998,30,23,1,2
1,168,73,42,3,3
1,501.425,49,60,3,5
1,320,37,74,2,7
1,217.902,33,34,2,4
0,722,74,8,1,2
1,600,31,30,2,4
0,450,45,13,0,8
1,150,37,12,1,8
1,3103,40,6,2,5
1,2773,49,13,1,2
0,422.373,18,24,2,6
1,2779.113,68,4,1,3
1,440,46,72,4,5
1,3679.144,55,44,2,5
0,442,82,4,0,1
1,2675,58,9,1,4
1,673,35,40,2,4
1,840,39,34,2,6
1,1197,29,42,3,4
1,2058,49,7,1,1
0,565,32,8,0,10
1,989,59,16,1,2
0,300,36,32,1,4
1,5550,52,34,2,2
1,300,29,32,2,3
1,660,55,78,6,2
1,451.986,17,32,2,5
1,840,37,28,2,4
1,1144,34,3,1,2
1,3676.935,34,32,2,3
0,941,40,13,0,3
1,268,47,36,2,5
0,333,50,30,2,6
1,46.00002,61,75,3,3
0,660,32,27,1,5
0,480,62,10,1,5
1,2800,68,38,2,2
1,1034,50,26,2,3
1,650,47,11,1,3
1,440,81,26,2,2
0,467.017,55,60,3,4
0,600,36,58,2,8
1,1980,40,24,2,4
1,1020,31,16,1,2
1,1250,60,120,3,3
1,643,38,16,1,4
1,540,51,42,1,4
1,891,52,19,1,5
0,587,27,26,1,7
1,600,65,86,2,2
1,1985,47,44,2,4
1,1920,29,48,3,4
1,360,47,34,2,3
1,516,61,70,2,4
1,240,39,32,2,6
0,19.99998,30,8,1,2
1,3174,27,60,3,6
1,312,64,16,2,2
0,1152.281,68,9,1,2
1,250,70,72,3,3
0,394,19,19,1,3
1,1504.946,41,38,2,4
1,1031,79,38,2,2
1,19.99998,73,18,1,2
0,797.872,22,11,1,4
1,1808,64,12,1,2
1,457.302,47,32,2,5
1,904,18,22,2,3
1,581,18,12,2,3
1,1655.45,56,33,3,3
0,229,30,16,1,4
1,2080,75,13,1,2
0,900,16,12,2,5
1,780,58,18,2,2
1,240,41,34,2,4
1,2076,51,68,4,4
0,3960,76,10,0,1
1,797,61,16,1,2
1,167.459,36,13,1,4
1,300,79,12,1,1
0,360,76,21,1,2
0,420,32,27,1,5
1,300,26,20,2,3
1,613.942,55,34,2,2
1,1001,38,17,1,2
1,2922.8739,49,36,2,2
1,1350,59,21,0,3
0,300,42,14,0,8
0,420,37,27,1,5
1,3126,47,44,1,2
1,958.584,47,78,3,5
1,900,66,17,1,2
0,187.934,54,14,0,1
1,300,39,18,2,6
1,9548.212,52,18,2,3
1,1104,48,15,1,2
0,725.812,55,22,2,3
1,496,52,32,2,3
0,1740,42,10,1,2
1,811.746,41,21,1,1
1,1654,32,15,1,1
1,926,75,13,1,2
1,1369.52,45,52,2,6
0,240,39,13,1,4
1,300,40,20,2,5
1,243,62,88,4,5
1,960.386,58,28,2,3
1,79.00002,74,30,2,3
1,1114,38,70,2,9
0,300,34,20,0,7
1,1932,62,16,2,2
1,3285.558,70,22,2,2
0,167,27,38,2,2
1,1015,38,66,2,6
1,643,29,50,2,4
1,491,58,69,3,6
0,440,68,4,0,1
1,1447,63,22,2,4
1,554,51,32,2,4
1,886.999,48,24,2,4
1,1032.5,44,12,1,3
1,423,30,10,2,3
1,1009,41,44,2,4
1,627,59,20,2,2
1,480,61,26,1,4
1,680,26,22,1,1
1,1150,70,24,1,3
1,950,45,36,2,5
1,523.841,52,14,1,5
1,589,60,17,1,1
1,200,23,8,1,4
1,339,39,24,2,7
1,390.031,48,42,2,6
1,225.558,56,42,3,4
1,180,43,33,3,3
1,2900,46,50,2,4
0,791.122,64,38,2,2
1,2700,44,20,2,4
1,1020,43,36,2,5
0,1080,38,11,0,8
1,1069,67,19,1,1
1,1620,62,36,2,2
1,1250,71,17,1,1
1,562,63,20,2,2
1,1498.083,24,30,2,4
0,79.99998,52,4,0,1
1,776,70,16,1,1
1,233.984,40,32,2,5
1,326.704,37,34,2,4
1,604,64,108,3,3
1,360,41,26,2,5
1,833,35,14,2,4
1,1708,56,24,2,4
1,196,29,34,2,4
0,3200,28,21,0,4
1,540,53,34,2,3
1,1614,52,14,2,2
1,100,52,22,2,3
1,776,57,30,2,3
1,2503.196,39,28,2,2
1,1440,57,13,1,2
1,340,60,40,2,3
1,1953,39,26,2,3
1,1358.03,52,36,2,4
1,430,55,51,3,9
1,471,44,10,2,3
1,896.828,28,16,2,3
1,972.0001,61,30,3,3
1,368.119,37,24,2,4
1,942,52,75,5,5
1,451,36,8,2,5
0,360,24,14,0,4
0,600,27,18,0,4
1,822.005,51,34,1,4
1,341,62,46,1,2
0,480,34,75,3,6
0,180,30,5,0,4
1,1141,63,44,2,2
1,600,65,11,1,2
1,45.26202,40,32,2,5
1,442,40,17,1,1
1,300,61,12,1,6
1,930.721,52,34,2,2
0,2160,73,6,1,2
1,5690.746,31,54,6,6
1,1980,68,24,1,2
1,2315,64,18,2,2
1,3389,40,20,2,4
1,500,42,12,1,3
1,400,69,7,1,2
1,1196,35,36,2,3
1,203,28,11,1,1
1,438,72,6,1,2
1,108.707,59,35,1,1
1,668,36,42,2,3
0,417,66,20,1,1
1,143,34,32,2,3
1,1320,54,66,2,3
1,614,79,36,2,2
0,600,16,16,2,5
0,1320,18,12,3,3
1,955,29,24,4,6
1,1150,60,120,3,3
1,795.68,47,14,1,3
0,602,19,14,0,1
0,480,42,28,2,5
1,1057,29,38,2,2
0,300,37,12,1,5
1,2186,60,33,3,3
1,1260,31,20,1,5
1,562.423,40,32,2,7
1,2249,60,26,1,1
1,1440,26,34,2,3
1,3258,35,12,1,3
1,2400,56,42,2,2
1,1483,31,13,1,3
1,1200,60,12,2,2
0,150,44,50,2,7
1,241,38,36,2,5
1,1602,38,38,2,5
1,600,36,14,1,7
1,1123.771,41,22,2,5
1,1200,40,38,2,4
0,425,19,21,0,2
1,1740,25,28,4,4
1,4800,47,10,2,4
1,660,26,24,4,5
1,1743,41,14,2,4
1,259.7,37,22,2,5
1,1420,33,52,2,4
0,420,35,14,1,7
1,435,52,19,1,2
1,185,50,24,2,4
1,1600,46,18,2,5
1,240,30,11,1,4
1,242,57,12,2,4
0,414,35,8,1,2
1,992,42,36,2,5
1,1980,40,16,2,5
1,1740,43,18,2,5
1,2431.502,48,8,1,3
1,180,39,42,2,5
1,440,22,14,1,2
1,361,58,16,2,3
0,300,31,10,1,8
1,859.074,45,48,2,4
1,639.024,45,28,2,5
1,3618,68,6,1,2
1,550,41,18,2,5
1,480,58,42,2,4
1,304.454,36,40,2,6
1,482,48,20,2,4
1,1467,25,7,1,2
1,203,56,52,2,4
0,1917,16,10,1,4
0,2254,46,11,1,2
1,485,50,40,2,5
0,750,20,13,0,1
1,600,58,54,2,3
1,333.642,73,42,2,2
1,1061,38,26,2,4
1,2268,42,26,2,5
1,787,41,40,2,5
1,4316.784,67,8,2,3
0,660,74,11,0,1
0,400,47,12,0,9
1,960,37,40,2,4
1,382,67,24,2,2
1,100,51,20,2,5
1,2803,44,10,1,5
1,872,64,30,2,2
1,232,36,26,2,6
1,826,55,30,2,3
1,1769,66,24,2,3
1,300,41,40,2,6
1,250.039,17,18,1,3
1,333,46,22,1,4
1,1360,57,36,2,2
1,1353,60,60,3,4
1,110,35,26,2,6
0,748,38,32,2,3
1,900,35,14,1,10
1,245,60,16,2,2
0,180,38,24,1,5
1,1334.872,50,26,2,3
1,4385,26,112,4,4
1,350,49,12,1,3
1,321,62,88,4,5
1,1380,45,28,2,5
1,680,25,22,2,2
0,263,16,9,1,3
1,705,59,48,2,3
1,3120,43,12,2,6
1,920,33,58,2,6
0,420,30,15,0,4
1,720,32,42,2,4
1,812,56,24,3,3
1,700,40,31,1,3
1,2586,61,75,3,3
1,6860,70,21,1,2
1,60,41,44,2,5
0,67.99998,70,5,0,2
1,643,83,13,1,2
1,4221,29,44,2,2
1,1980,38,40,2,7
1,3052,42,12,1,6
1,211,64,24,2,2
0,780,31,26,2,3
1,1349.48,51,88,4,4
0,720,33,8,0,9
1,1300,34,22,2,4
0,274,45,18,1,4
1,714,47,14,2,5
1,202,46,9,1,10
1,1185,51,38,2,3
0,941.78,18,22,2,3
1,847.664,39,16,1,6
1,450,59,18,1,2
1,2712,31,32,2,3
1,3360,52,36,3,3
1,2192,42,17,1,4
1,4549.965,35,14,1,2
1,739,44,17,1,2
1,422.313,54,48,3,3
0,259,75,16,1,1
0,300,17,12,0,8
1,1109,53,42,3,4
1,900,36,14,1,1
1,1756.79,50,28,2,3
1,4540,73,13,1,2
0,600,35,7,1,4
0,533,32,38,2,4
1,1080,55,60,4,2
1,1523,36,36,2,4
1,600,30,20,2,4
0,60,27,16,1,5
1,878,58,24,2,4
0,1042,16,3,1,5
1,2000,72,35,1,2
1,1160,22,12,2,3
0,284,52,12,0,1
1,2363,46,28,2,5
1,3390,27,22,1,1
1,203.001,23,15,1,1
1,706,80,28,2,2
1,208,55,12,1,1
1,471,56,50,2,3
0,540,60,10,1,2
0,471,35,7,0,3
1,330,64,19,1,2
1,1567,61,54,2,3
0,1140,60,22,1,3
1,140,36,24,1,6
1,180,38,68,2,4
1,600,26,17,1,2
1,600,58,12,2,5
1,1764,52,16,1,5
1,186,27,60,3,6
1,511,60,32,2,2
0,904,76,9,0,1
1,667,38,54,2,1
1,239,72,32,1,2
1,700,22,36,3,5
1,1837.459,64,24,2,2
0,990,37,16,0,10
1,795,23,36,3,4
1,1080,70,7,1,1
1,769.763,47,78,3,5
1,498,53,13,1,5
1,200,46,26,2,5
1,1303,22,22,1,3
0,220,48,12,0,3
1,365,81,24,2,2
1,787,60,15,3,3
1,2266,51,24,2,4
1,935.156,33,24,1,3
1,480,29,30,2,5
1,733.812,57,22,2,2
1,8100,53,28,2,3
1,199,70,24,2,3
1,184,54,12,1,2
1,1800,59,12,2,2
0,666,51,30,2,5
1,200,47,26,2,6
0,300,32,16,2,2
1,285.54,55,20,2,2
1,420,30,28,2,4
1,2231.194,28,9,1,2
1,360,57,17,1,2
1,991.991,36,18,2,4
1,79.00002,57,24,2,4
0,1395,17,22,2,4
1,600,78,26,2,2
1,1228,33,18,2,3
1,1092.771,63,34,2,2
1,321,72,18,2,2
1,651,41,30,2,5
1,1401,45,18,2,4
1,450,53,20,1,3
1,177,28,10,2,5
1,315,34,20,2,3
0,600,41,30,2,4
0,589.355,42,14,2,4
1,250,52,15,1,1
0,61.00002,45,26,2,6
0,445,21,11,0,2
1,2740,45,6,1,3
1,1618,39,42,2,4
1,184,48,93,3,5
0,300,60,10,1,2
1,1800,57,27,3,3
1,6949,59,22,2,2
1,1890.816,48,38,2,4
1,4683.965,64,20,2,3
0,920,21,12,0,1
1,844,40,14,1,3
1,926,39,11,1,1
1,757,50,21,1,4
1,2650,71,17,1,1
1,158.02,53,30,2,2
1,2400,24,15,1,3
1,42,38,40,2,6
1,885.111,61,18,2,3
0,1180,21,12,0,1
1,1380,63,16,2,4
0,450,60,8,1,2
1,1199,29,10,2,2
0,927,34,22,2,4
1,1091.767,31,36,2,4
1,1346.155,32,14,2,2
1,641.107,32,42,2,5
1,3326.518,47,69,3,5
0,942,20,11,0,1
1,946.077,51,18,3,5
1,2971,34,66,3,5
1,721,40,34,2,5
1,313,34,32,2,4
1,1920,36,18,2,4
1,4150,64,18,2,2
1,1450,51,32,2,5
1,1440,60,56,2,6
1,3926.558,63,14,2,4
1,1160.733,46,42,2,5
1,623,48,18,1,3
1,1500,60,120,3,3
1,539,29,3,1,4
1,405,46,38,2,5
1,2122,33,18,2,2
1,2158,35,32,2,2
1,2140.189,49,20,1,1
1,230.572,39,44,2,3
1,900,69,26,2,2
1,300,50,26,2,5
1,1200,55,64,4,5
1,200,58,54,2,3
1,399,45,72,3,6
1,724.669,26,24,1,4
1,1876,67,21,3,4
1,293,18,80,4,7
1,119,18,16,2,6
1,707,30,24,2,3
1,3728,32,9,1,4
0,120,30,19,0,6
1,2238.489,31,11,1,3
1,245.549,41,34,2,4
1,500,28,38,2,4
1,950,56,105,3,3
1,738.238,51,24,2,3
1,99,37,48,3,6
0,439,46,7,1,5
1,2342,35,50,2,4
1,765,60,60,3,4
1,1050,66,26,2,2
1,523,57,16,2,3
1,79.99998,44,16,1,5
1,1590,28,30,2,4
0,480,34,26,2,4
1,78,63,60,3,3
1,150,33,58,2,4
1,1020,73,34,2,2
1,2446,42,44,2,5
1,629,52,42,2,6
1,180,40,40,2,4
1,212,66,120,4,4
0,1466.178,59,28,2,3
1,650.326,46,33,1,1
0,318,20,12,0,1
1,693,29,40,2,4
1,840,47,20,1,4
1,2950,29,22,2,2
1,481,26,8,1,1
1,450,45,34,2,6
1,408,48,182,7,5
1,917,62,10,2,2
1,218,67,6,1,2
1,1975,59,24,3,4
1,460,42,14,1,2
0,350,26,17,0,2
1,4822,47,56,2,5
0,120,17,14,2,4
1,337.751,52,32,2,5
1,3170.595,47,22,2,4
1,417.388,36,40,2,3
0,644,16,18,0,13
1,715,30,64,4,5
0,720,64,14,1,3
1,288,66,28,2,2
1,390,53,78,2,3
1,1300,57,44,4,5
0,400,66,20,2,5
0,400,35,22,1,7
1,1200,64,80,4,2
1,1258,67,26,2,4
0,1140,16,11,1,10
1,1340,42,30,2,4
0,360,81,16,0,2
1,2950,49,18,2,2
1,1512.333,39,20,2,5
0,980,31,19,1,6
1,187,50,24,2,5
1,1389,45,52,2,4
1,743.291,60,30,3,2
0,620,32,13,0,6
1,245,72,15,1,2
1,1292.967,43,36,2,4
1,187,62,13,1,3
1,607,21,40,2,7
1,716.333,56,42,2,2
1,150,65,90,3,3
1,1305,57,9,1,1
1,960,71,8,1,2
1,900,48,32,2,3
0,360,26,18,0,4
0,277,28,12,0,4
0,600,23,6,0,3
1,1061.337,32,20,2,4
1,2070,57,12,2,4
1,1189.662,18,24,2,6
1,1629,60,11,1,1
1,1260,22,10,1,2
1,214,40,16,2,5
1,610,64,13,1,2
1,2100,27,24,3,3
1,540,44,6,2,9
1,1140,48,32,2,3
1,585.078,40,24,2,5
1,1438,25,6,2,4
1,237.008,41,30,2,6
1,1367,18,21,3,4
1,1029,31,24,2,2
0,58.99998,48,22,2,4
1,1600,33,80,4,4
1,809,31,13,1,2
1,200,30,15,1,1
1,1050,65,12,2,3
1,900,60,22,2,2
1,1600,70,16,2,2
1,780,58,32,2,2
1,850,62,12,2,2
1,1320.272,44,24,2,5
0,300,50,17,1,6
1,2812,55,8,1,2
1,760.944,57,22,1,1
1,340,44,12,1,2
1,636,52,66,2,4
1,2122,33,18,2,2
0,300,53,20,2,4
1,1809.167,49,16,1,3
1,2627,58,20,1,2
0,322.1,22,52,4,4
1,379,41,13,1,3
1,285,34,16,2,4
1,621,40,36,2,4
1,898,25,27,3,4
1,330.994,30,30,2,4
1,1138,34,20,1,3
0,400,23,10,0,1
0,100,43,10,1,6
1,360,17,32,2,3
1,328.107,58,30,2,3
1,200,70,24,2,2
1,1936.07,43,15,1,2
1,892.255,44,28,2,4
1,5493.018,49,54,2,3
1,203,39,32,2,7
1,1350,38,30,2,7
0,352,16,3,1,5
1,60,75,14,1,2
1,350,58,28,2,3
1,273,48,182,7,5
1,585,58,30,2,2
1,200,50,6,1,6
1,233,71,36,2,2
1,600,59,11,1,1
1,979.0001,45,22,2,5
1,2045,42,30,2,2
1,1750,41,22,2,6
0,280,21,10,1,2
1,444,41,18,2,5
1,1800,43,42,2,4
1,338,52,32,2,3
1,339,47,12,3,4
1,2400,38,8,2,4
1,780,48,11,1,4
0,950,43,17,0,9
1,780,47,40,2,5
1,2076.964,26,27,3,6
1,200,31,41,1,5
0,900,48,21,0,7
1,980,41,44,2,5
1,1517.621,35,34,2,4
1,382.059,67,16,2,2
1,3174,58,42,3,3
1,1662,57,22,2,2
1,2396.846,48,48,2,1
0,452,28,6,1,1
0,81,25,12,1,2
1,722.205,26,40,4,4
1,1750,36,18,2,4
0,131.887,48,7,1,2
1,1387.235,33,32,2,3
1,1137.02,33,16,2,3
0,816,27,7,0,2
1,171,53,78,2,3
0,450,19,7,1,9
1,694,45,38,2,2
1,1321.331,56,30,2,2
0,200,51,12,1,4
1,540,47,58,2,5
1,660,18,18,3,4
1,715,43,24,2,5
1,2700,25,14,2,4
1,549.203,60,38,2,2
1,480,31,50,2,5
1,480,34,18,2,3
1,635,83,10,2,2
0,40.00002,69,9,0,2
1,1446.391,28,18,2,2
1,1150,56,105,3,3
1,3200,55,4,1,2
0,850,40,8,1,8
1,255,25,54,0,1
1,2763.367,62,36,3,4
1,1595,70,22,2,2
1,320,33,40,2,4
1,1154,56,54,3,3
1,3200,31,24,2,5
1,2175,28,6,1,1
1,797,30,12,1,2
0,1115,51,24,2,4
1,992,27,120,3,4
1,1380,29,3,1,2
1,560,37,30,2,4
0,1424,71,12,1,2
1,299.752,39,44,2,3
1,1050,24,12,3,4
1,1472.566,80,45,3,2
0,471,25,20,0,3
1,1512.138,43,24,2,6
0,129,63,12,1,2
1,676,44,30,2,4
0,689,16,20,2,6
0,3352,49,24,2,4
0,675,32,22,1,6
1,1297.898,25,22,2,4
1,3382,62,6,2,2
1,524.836,52,30,2,4
0,275,25,13,0,1
1,3914,22,12,2,5
1,300,42,16,1,5
1,850,46,18,2,3
0,720,32,18,0,6
1,682,31,13,1,3
1,1222,41,50,2,5
1,2442,52,26,2,3
1,420,35,17,1,4
1,960,60,40,2,3
1,4167.308,31,63,3,4
1,361.106,64,35,1,2
1,106,40,16,1,6
1,480,40,19,1,4
1,240,42,34,2,4
1,1020,37,30,2,4
1,347.587,44,19,1,2
1,264,80,7,1,2
1,1000,63,30,2,2
1,1550,52,24,3,5
1,603,28,18,1,4
0,528,38,38,2,4
1,1784,73,26,1,2
1,1164.966,56,17,1,2
0,320,27,16,1,4
1,589.407,38,28,2,4
1,828,45,10,2,3
1,2160,16,14,2,5
0,190,30,15,0,2
1,519,72,32,1,2
1,1280,70,29,1,2
1,220,51,36,4,5
1,554,31,16,2,4
1,2040,46,56,4,4
1,145,45,36,3,4
1,262,28,30,5,6
1,272,46,36,2,4
1,259.973,57,14,2,5
1,1072.488,55,62,2,2
0,260,72,6,0,2
0,401.552,58,54,3,2
1,1116,56,13,1,2
1,278,73,42,3,3
1,1550,23,24,4,5
1,1820,28,50,5,7
1,1518,40,16,2,5
1,333.95,22,44,2,2
1,531.778,31,28,2,3
1,2303,59,14,2,2
0,1377,72,9,1,2
0,900,55,10,2,3
1,1136.742,39,32,2,5
0,300,16,10,2,4
1,537.539,47,28,2,3
1,3519.149,25,27,3,4
1,5979,66,46,2,3
1,4865,76,22,2,2
1,1360,54,38,2,4
1,522.902,65,28,2,2
1,3600,52,6,2,4
1,2000.415,40,28,2,5
1,380,67,19,1,2
1,100,48,22,2,4
1,190.008,37,17,1,5
0,1036,54,20,2,6
1,1282,44,16,2,4
1,3720,61,10,0,3
1,1009,36,8,2,2
1,2913.034,43,20,2,4
0,159,60,19,0,3
0,60,31,16,1,4
1,571,46,28,2,5
1,2040,30,20,2,3
1,540,49,36,2,4
1,902.513,33,20,2,2
1,287,38,57,1,7
1,725,23,39,3,5
1,609,36,36,2,6
1,1214.445,46,40,2,5
1,7331,63,28,1,2
0,129.721,26,31,1,2
0,180,35,20,1,4
1,1339.576,17,32,2,5
0,600,18,12,2,5
1,485,37,33,1,4
1,1200,38,29,1,1
1,178.901,34,20,1,4
0,550,79,14,1,3
1,576,24,18,3,4
1,2857,26,18,2,3
1,311,47,38,2,5
1,540,26,16,2,2
1,2460,26,5,1,1
0,1420,72,12,0,1
1,673.647,24,32,2,3
1,1641,22,24,3,4
1,5100,25,57,3,4
0,440,51,17,0,8
1,360,39,29,1,7
1,5974,47,24,2,4
1,180,39,16,2,4
1,889.063,52,14,1,5
0,300,21,5,0,3
1,1900,44,32,2,6
1,589,53,30,2,3
1,660,50,16,1,4
0,797,19,6,0,1
1,922.245,45,15,1,2
1,540,55,52,2,4
0,207.394,36,38,2,4
1,596.55498,46,42,2,5
0,300,40,11,1,6
0,7.00002,45,51,3,6
1,2651.44,46,40,2,5
1,1500,40,30,3,4
1,1800,31,6,2,2
0,300,38,23,1,7
1,950,66,16,1,1
1,240,33,58,2,6
1,1840,30,40,1,5
1,660,37,74,2,7
1,217,49,18,2,5
0,300,45,11,1,3
1,1469,55,68,4,3
1,3420,75,8,1,2
0,139,40,16,0,10
1,1984.856,58,12,1,2
1,1860,34,40,2,5
1,650,50,15,1,3
1,376.258,20,17,1,1
1,309,48,24,2,3
0,300,28,12,1,3
1,1577.817,54,31,1,4
1,230,32,50,2,3
0,529,22,3,0,2
1,1275.212,29,48,4,5
0,776.961,30,12,0,2
1,893,63,11,1,3
1,500,21,33,3,5
0,620,68,21,1,2
1,406.932,24,17,1,1
1,2041,55,39,3,3
1,465,48,12,2,2
1,1800,51,25,1,5
1,238,33,24,2,5
0,460,56,16,1,2
1,1396,50,32,2,5
1,381,47,32,2,4
0,240,33,24,2,4
1,311.682,31,26,2,3
1,600,37,44,2,5
0,492,47,60,3,2
1,1941,56,38,2,4
1,291,30,23,1,3
1,273.733,43,20,2,3
1,1154,27,5,0,1
0,240,24,20,0,6
1,960,40,11,1,2
0,300,33,18,1,5
1,235,46,24,3,6
1,1380,70,12,3,3
1,5520,32,12,1,4
1,742,62,88,4,5
1,720,72,28,1,2
1,450,30,66,3,4
1,2871,45,30,2,3
1,2281,47,63,3,4
1,157,26,11,1,4
1,1320,69,24,2,2
1,240,39,22,1,7
1,720,43,42,2,5
0,230,81,11,0,1
1,1037.12,59,46,2,3
1,263,44,12,1,3
1,360,18,48,4,5
0,316.293,44,24,1,4
1,4450,36,18,2,4
1,227,17,84,3,6
1,360,40,33,1,5
1,2700,53,33,3,4
1,240,34,16,2,6
1,1234,24,16,1,1
1,1484,41,16,2,4
1,559.286,32,14,1,3
1,34350,70,18,3,3
1,3451,39,26,2,3
1,2800,65,15,1,2
1,472,68,18,3,4
1,2008,69,8,1,2
1,960,34,12,1,4
1,211,52,58,2,4
1,930.156,43,26,2,4
1,324,68,34,2,2
1,1268,40,30,2,5
1,4121,35,14,2,3
0,578,65,26,2,2
1,1777,35,26,2,4
1,2061,46,45,3,5
1,1140,36,32,2,5
0,300,33,11,1,2
1,502,64,26,2,2
1,720,62,26,2,2
1,346,34,21,3,6
1,163.274,67,12,1,2
1,421,45,52,2,5
1,457.438,40,25,1,4
1,1200,45,38,2,5
1,480,30,21,1,4
1,680,61,26,2,2
1,2076,38,17,1,2
1,1320,28,16,2,2
1,468.651,32,108,3,3
1,200,77,4,1,2
1,355,52,16,2,3
1,1560,33,11,1,3
0,1000,79,17,1,2
1,2460,29,60,4,8
1,360,35,34,2,5
1,1700,57,46,2,4
0,780,21,10,2,2
0,300,69,8,1,2
1,1791,41,22,2,5
1,2406,45,32,2,4
0,750,73,8,0,2
1,1840,49,8,2,5
0,266,36,10,1,1
1,153.518,65,14,2,2
1,585,62,36,3,4
1,300,49,32,2,3
1,540,25,8,2,2
1,640,31,22,1,4
1,426.691,40,21,1,3
1,540,52,28,4,5
1,1060,55,22,2,3
1,440,36,33,1,6
1,351,72,30,2,2
1,181,39,36,2,5
0,1950,65,20,2,2
0,240,39,13,1,4
1,895,64,13,1,1
1,300,24,11,1,3
1,1710.598,65,32,2,2
1,863.407,31,20,2,2
0,732.775,47,32,2,5
1,1499.932,41,42,2,4
1,386.998,44,8,2,3
1,1282.109,32,42,2,4
0,674,35,11,0,12
1,490.181,49,29,1,4
0,185,50,12,1,1
0,600,71,12,0,2
1,602.759,61,33,3,2
1,399,49,27,3,4
1,1799.775,51,26,2,6
0,403,22,45,3,4
1,962.392,42,45,3,5
1,394.003,39,15,1,7
1,240,48,38,2,5
1,777.576,36,34,2,7
0,400,50,8,0,2
0,60.87,27,40,2,4
1,441.4,29,54,2,4
0,180,44,40,2,4
0,43.00002,58,10,1,2
1,362,55,5,1,2
0,313,70,8,1,5
1,1703,35,19,1,6
1,270,40,22,1,4
1,474,63,18,2,1
1,384,60,30,3,6
0,2020,17,6,2,6
1,275,56,44,2,4
1,168.131,27,13,1,5
1,200,38,20,1,7
1,867,49,36,3,3
0,1250,60,11,1,3
0,350,41,21,0,11
1,1967,55,45,3,5
1,100,78,22,1,2
1,1384,67,16,2,2
0,1889,63,4,0,5
0,600,73,13,0,1
1,554,67,17,1,2
1,1819,38,32,2,6
0,520,36,24,1,6
0,600,39,20,1,3
1,1010,34,32,2,4
1,1000,67,165,5,3
0,225,25,14,0,4
1,645,34,24,1,4
1,1264,35,18,2,3
1,454,51,32,2,3
1,557.297,53,27,3,2
1,1160,76,7,1,2
0,240,38,40,2,6
1,480,38,40,2,6
1,2160,46,41,1,5
0,300,26,13,1,2
1,262.593,42,56,2,4
0,1000,69,13,1,1
1,1600,18,15,3,6
1,452.99,29,5,1,3
1,770,69,8,1,2
1,240,53,5,1,2
1,1034,64,42,3,4
1,4415,29,15,1,3
0,340,41,24,0,4
1,543,72,44,2,2
1,466,45,36,3,4
0,150,34,13,0,9
1,375,18,80,4,7
1,890,53,57,3,7
1,1920,26,75,3,6
1,60,30,25,1,5
1,1565,24,65,5,5
1,434,54,90,3,5
0,300,36,3,0,2
1,1895,36,21,1,3
1,1035,59,68,2,4
0,626,16,17,1,3
1,780,34,12,2,2
1,300,52,51,3,4
0,2700,46,22,2,4
0,2161,45,48,2,5
1,566,24,36,4,7
1,540,59,7,1,2
1,1480,40,50,2,5
1,1767,70,14,1,2
1,290,18,32,2,5
0,254.916,31,12,1,2
1,269,26,17,1,2
1,639,70,24,1,3
1,1301.253,32,14,2,3
1,725.408,56,17,1,2
1,447,52,12,2,3
1,1058,32,36,2,5
0,300,25,8,1,3
0,1080,39,16,1,6
1,360,70,18,2,2
1,1165,38,36,2,5
0,457,34,28,2,4
1,1800,62,4,0,2
1,1230.386,40,21,1,3
1,2160,50,30,3,5
1,650,52,30,2,5
1,1242,61,192,6,2
0,600,19,4,1,6
1,420,35,20,2,10
1,254,31,64,4,4
0,1212,37,13,1,4
1,1200,25,6,1,3
1,868,32,5,1,2
0,180,42,20,1,5
1,1342,40,60,2,6
1,296,36,16,4,6
1,477.193,49,24,2,2
1,4260,23,45,3,4
1,1572,49,17,1,5
1,929,54,50,5,5
1,1260,43,10,2,4
1,420,42,16,1,7
1,421,45,18,2,5
1,2755,25,4,1,3
1,342,62,92,2,2
1,2560,33,30,2,5
1,327,33,28,2,4
1,1423,33,26,2,2
1,256,54,36,2,5
1,69,38,8,1,1
0,144,35,16,1,3
0,551,62,10,2,2
0,500,70,20,1,1
1,1351.281,59,26,2,2
1,291,78,6,1,2
1,240,33,22,2,3
1,345.93,30,32,2,2
0,837.153,30,21,1,5
1,7.99998,46,15,1,2
1,1657,43,38,2,5
1,1292,48,24,2,3
1,1800,32,6,2,6
0,1260,55,16,1,4
1,271,71,7,1,2
0,900,17,6,2,4
1,1102,61,7,1,2
0,658,18,15,3,4
1,400,77,42,2,2
0,120,31,22,1,5
1,960,43,76,2,5
1,10856,43,18,2,4
